operation_uid,api_name,method,path,operation_id,summary,description,parameters_count,has_request_body,response_codes,source_file,selected_for_experiment,selected_for_pilot
sendgrid_POST_ips,sendgrid,POST,/ips,POST_ips,Add IPs,**This endpoint is for adding a(n) IP Address(es) to your account.**,0,True,201|400,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_DELETE_asm_groups_group_id,sendgrid,DELETE,/asm/groups/{group_id},DELETE_asm-groups-group_id,Delete a Suppression Group,"**This endpoint allows you to delete a suppression group.**

If a recipient uses the ""one-click unsubscribe"" option on an email associated with a deleted group, that recipient will be added to the global suppression list.

Deleting a suppression group will remove the suppression, meaning email will once again be sent to the previously suppressed addresses. This should be avoided unless a recipient indicates they wish to receive email from you again. You can use our [bypass filters](https://sendgrid.com/docs/ui/sending-email/index-suppressions/#bypass-suppressions) to deliver messages to otherwise suppressed addresses when exceptions are required.",1,False,204,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_GET_contactdb_custom_fields,sendgrid,GET,/contactdb/custom_fields,GET_contactdb-custom_fields,Retrieve all custom fields,**This endpoint allows you to retrieve all custom fields.**,1,False,200|401,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_POST_teammates,sendgrid,POST,/teammates,POST_v3-teammates,Invite teammate,"**This endpoint allows you to invite a Teammate to your account via email.**

You can set a Teammate's initial permissions using the `scopes` array in the request body. Teammate's will receive a minimum set of scopes from Twilio SendGrid that are necessary for the Teammate to function.

**Note:** A teammate invite will expire after 7 days, but you may resend the invitation at any time to reset the expiration date.",1,True,201|400,datasets\openapi\sendgrid\openapi.json,True,False
spotify_GET_me_episodes_contains,spotify,GET,/me/episodes/contains,check-users-saved-episodes,"Check User's Saved Episodes
","Check if one or more episodes is already saved in the current Spotify user's 'Your Episodes' library.
",1,False,200|401|403|429,datasets\openapi\spotify\openapi.json,True,True
sendgrid_PUT_subusers_subuser_name_monitor,sendgrid,PUT,/subusers/{subuser_name}/monitor,PUT_subusers-subuser_name-monitor,Update Monitor Settings for a subuser,,0,True,200|400|401,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_DELETE_templates_template_id_versions_version_id,sendgrid,DELETE,/templates/{template_id}/versions/{version_id},DELETE_templates-template_id-versions-version_id,Delete a transactional template version.,**This endpoint allows you to delete a transactional template version.**,1,False,204,datasets\openapi\sendgrid\openapi.json,True,True
spotify_POST_users_user_id_playlists,spotify,POST,/users/{user_id}/playlists,create-playlist,"Create Playlist
","Create a playlist for a Spotify user. (The playlist will be empty until
you [add tracks](/documentation/web-api/reference/#/operations/add-tracks-to-playlist).)
",1,True,201|401|403|429,datasets\openapi\spotify\openapi.json,True,False
sendgrid_GET_partner_settings,sendgrid,GET,/partner_settings,GET_partner_settings,Returns a list of all partner settings.,"**This endpoint allows you to retrieve a list of all partner settings that you can enable.**

Our partner settings allow you to integrate your SendGrid account with our partners to increase your SendGrid experience and functionality. For more information about our partners, and how you can begin integrating with them, please visit our [Partners documentation](https://sendgrid.com/docs/ui/account-and-settings/partners/).",3,False,200,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_GET_whitelabel_links_subuser,sendgrid,GET,/whitelabel/links/subuser,GET_whitelabel-links-subuser,Retrieve a subuser's branded link,"**This endpoint allows you to retrieve the branded link associated with a subuser.**

Link branding can be associated with subusers from the parent account. This functionality allows subusers to send mail using their parent's link branding. To associate link branding, the parent account must first create a branded link and then validate it. The parent may then associate that branded link with a subuser via the API or the [Subuser Management page of the Twilio SendGrid App](https://app.sendgrid.com/settings/subusers).",1,False,200,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_POST_templates_template_id,sendgrid,POST,/templates/{template_id},POST_templates-template_id,Duplicate a transactional template.,**This endpoint allows you to duplicate a transactional template.**,1,True,201,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_GET_marketing_lists_id_contacts_count,sendgrid,GET,/marketing/lists/{id}/contacts/count,GET_mc-lists-id-contacts-count,Get List Contact Count,**This endpoint returns the number of contacts on a specific list.**,0,False,200|404,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_POST_templates_template_id_versions_version_id_activate,sendgrid,POST,/templates/{template_id}/versions/{version_id}/activate,POST_templates-template_id-versions-version_id-activate,Activate a transactional template version.,**This endpoint allows you to activate a version of one of your templates.**,1,False,200,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_DELETE_contactdb_custom_fields_custom_field_id,sendgrid,DELETE,/contactdb/custom_fields/{custom_field_id},DELETE_contactdb-custom_fields-custom_field_id,Delete a Custom Field,**This endpoint allows you to delete a custom field by ID.**,1,False,202|400|401|404,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_POST_whitelabel_links_link_id_subuser,sendgrid,POST,/whitelabel/links/{link_id}/subuser,POST_whitelabel-links-link_id-subuser,Associate a branded link with a subuser,"**This endpoint allows you to associate a branded link with a subuser account.**

Link branding can be associated with subusers from the parent account. This functionality allows subusers to send mail using their parent's link branding. To associate link branding, the parent account must first create a branded link and validate it. The parent may then associate that branded link with a subuser via the API or the [Subuser Management page of the Twilio SendGrid App](https://app.sendgrid.com/settings/subusers).",0,True,200,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_POST_senders_sender_id_resend_verification,sendgrid,POST,/senders/{sender_id}/resend_verification,POST_v3-senders-sender_id-resend_verification,Resend Sender Identity Verification,**This enpdoint allows you to resend a sender identity verification email.**,1,False,204|400|404,datasets\openapi\sendgrid\openapi.json,True,True
sendgrid_GET_verified_senders_steps_completed,sendgrid,GET,/verified_senders/steps_completed,GET_verified_senders-steps_completed,Completed Steps,"**This endpoint allows you to determine which of SendGrid’s verification processes have been completed for an account**.

This endpoint returns boolean values, `true` and `false`, for [Domain Authentication](https://sendgrid.com/docs/for-developers/sending-email/sender-identity/#domain-authentication), `domain_verified`, and [Single Sender Verification](https://sendgrid.com/docs/for-developers/sending-email/sender-identity/#single-sender-verification), `sender_verified`, for the account.

An account may have one, both, or neither verification steps completed. If you need to authenticate a domain rather than a Single Sender, see the ""Authenticate a domain"" endpoint.",0,False,200|401|403|404|500,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_PATCH_contactdb_segments_segment_id,sendgrid,PATCH,/contactdb/segments/{segment_id},PATCH_contactdb-segments-segment_id,Update a segment,**This endpoint allows you to update a segment.**,2,True,200|400|401,datasets\openapi\sendgrid\openapi.json,True,False
spotify_GET_me_albums_contains,spotify,GET,/me/albums/contains,check-users-saved-albums,"Check User's Saved Albums
","Check if one or more albums is already saved in the current Spotify user's 'Your Music' library.
",1,False,200|401|403|429,datasets\openapi\spotify\openapi.json,True,False
sendgrid_GET_asm_suppressions_global_email,sendgrid,GET,/asm/suppressions/global/{email},GET_asm-suppressions-global-email,Retrieve a Global Suppression,"**This endpoint allows you to retrieve a global suppression. You can also use this endpoint to confirm if an email address is already globally suppresed.**

If the email address you include in the URL path parameter `{email}` is already globally suppressed, the response will include that email address. If the address you enter for `{email}` is not globally suppressed, an empty JSON object `{}` will be returned.",1,False,200,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_DELETE_whitelabel_domains_id_ips_ip,sendgrid,DELETE,/whitelabel/domains/{id}/ips/{ip},DELETE_whitelabel-domains-id-ips-ip,Remove an IP from an authenticated domain.,**This endpoint allows you to remove an IP address from that domain's authentication.**,1,False,200,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_GET_contactdb_reserved_fields,sendgrid,GET,/contactdb/reserved_fields,GET_contactdb-reserved_fields,Retrieve reserved fields,**This endpoint allows you to list all fields that are reserved and can't be used for custom field names.**,1,False,200|401,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_PATCH_mail_settings_footer,sendgrid,PATCH,/mail_settings/footer,PATCH_mail_settings-footer,Update footer mail settings,"**This endpoint allows you to update your current Footer mail settings.**

The Footer setting will insert a custom footer at the bottom of your text and HTML email message bodies.

You can insert your HTML or plain text directly using this endpoint, or you can create the footer using the [Mail Settings menu in the Twilio SendGrid App](https://app.sendgrid.com/settings/mail_settings).",1,True,200|400|401|403|404|500,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_POST_contactdb_custom_fields,sendgrid,POST,/contactdb/custom_fields,POST_contactdb-custom_fields,Create a Custom Field,"**This endpoint allows you to create a custom field.**

**You can create up to 120 custom fields.**",1,True,201|400,datasets\openapi\sendgrid\openapi.json,True,False
spotify_DELETE_me_episodes,spotify,DELETE,/me/episodes,remove-episodes-user,"Remove User's Saved Episodes
","Remove one or more episodes from the current user's library.
",1,True,200|401|403|429,datasets\openapi\spotify\openapi.json,True,True
sendgrid_GET_asm_groups_group_id,sendgrid,GET,/asm/groups/{group_id},GET_asm-groups-group_id,Get information on a single suppression group.,**This endpoint allows you to retrieve a single suppression group.**,1,False,200,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_GET_sso_integrations,sendgrid,GET,/sso/integrations,GET_sso-integrations,Get All SSO Integrations,"**This endpoint allows you to retrieve all SSO integrations tied to your Twilio SendGrid account.**

The IDs returned by this endpoint can be used by the APIs additional endpoints to modify your SSO integrations.",1,False,200|400|401|403|429|500,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_GET_suppression_bounces_email,sendgrid,GET,/suppression/bounces/{email},GET_suppression-bounces-email,Retrieve a Bounce,**This endpoint allows you to retrieve a specific bounce by email address.**,1,False,200,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_GET_user_email,sendgrid,GET,/user/email,GET_user-email,Retrieve your account email address,**This endpoint allows you to retrieve the email address currently on file for your account.**,1,False,200,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_GET_marketing_singlesends_id,sendgrid,GET,/marketing/singlesends/{id},GET_marketing-singlesends-id,Get Single Send by ID,"**This endpoint allows you to retrieve details about one Single Send using a Single Send ID.**

You can retrieve all of your Single Sends by making a GET request to the `/marketing/singlesends` endpoint.",0,False,200|404|500,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_GET_mail_settings_bounce_purge,sendgrid,GET,/mail_settings/bounce_purge,GET_mail_settings-bounce_purge,Retrieve bounce purge mail settings,"**This endpoint allows you to retrieve your current bounce and purge settings.**

The Bounce Perge setting allows you to set a schedule that Twilio SendGrid will use to automatically delete contacts from your soft and hard bounce suppression lists.

A hard bounce occurs when an email message has been returned to the sender because the recipient's address is invalid. A hard bounce might occur because the domain name doesn't exist or because the recipient is unknown.

A soft bounce occurs when an email message reaches the recipient's mail server but is bounced back undelivered before it actually reaches the recipient. A soft bounce might occur because the recipient's inbox is full.

You can also manage this setting in the [Mail Settings section of the Twilio SendGrid App](https://app.sendgrid.com/settings/mail_settings). You can manage your bounces manually using the [Bounces API](https://sendgrid.api-docs.io/v3.0/bounces-api) or the [Bounces menu in the Twilio SendGrid App](https://app.sendgrid.com/suppressions/bounces).",1,False,200|400|401|403|404|500,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_PATCH_marketing_lists_id,sendgrid,PATCH,/marketing/lists/{id},PATCH_mc-lists-id,Update List,**This endpoint updates the name of a list.**,0,True,200|400|404,datasets\openapi\sendgrid\openapi.json,True,False
spotify_DELETE_playlists_playlist_id_tracks,spotify,DELETE,/playlists/{playlist_id}/tracks,remove-tracks-playlist,"Remove Playlist Items
","Remove one or more items from a user's playlist.
",1,True,200|401|403|429,datasets\openapi\spotify\openapi.json,True,True
sendgrid_GET_user_settings_enforced_tls,sendgrid,GET,/user/settings/enforced_tls,GET_user-settings-enforced_tls,Retrieve current Enforced TLS settings.,"**This endpoint allows you to retrieve your current Enforced TLS settings.**

The Enforced TLS settings specify whether or not the recipient is required to support TLS or have a valid certificate.

If either `require_tls` or `require_valid_cert` is set to `true`, the recipient must support TLS 1.1 or higher or have a valid certificate. If these conditions are not met, Twilio SendGrid will drop the message and send a block event with “TLS required but not supported” as the description.",1,False,200|401|403|404|500,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_GET_whitelabel_links_default,sendgrid,GET,/whitelabel/links/default,GET_whitelabel-links-default,Retrieve the default branded link,"**This endpoint allows you to retrieve the default branded link.**

The default branded link is the actual URL to be used when sending messages. If you have more than one branded link, the default is determined by the following order:

* The validated branded link marked as `default` (set when you call the ""Create a branded link"" endpoint or by calling the ""Update a branded link"" endpoint on an existing link)
* Legacy branded links (migrated from the whitelabel wizard)
* Default SendGrid-branded links (i.e., `100.ct.sendgrid.net`)

You can submit this request as one of your subusers if you include their ID in the `on-behalf-of` header in the request.",2,False,200,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_GET_campaigns_campaign_id_schedules,sendgrid,GET,/campaigns/{campaign_id}/schedules,GET_campaigns-campaign_id-schedules,View Scheduled Time of a Campaign,**This endpoint allows you to retrieve the date and time that a campaign has been scheduled to be sent.**,1,False,200|404,datasets\openapi\sendgrid\openapi.json,True,True
sendgrid_GET_whitelabel_domains_default,sendgrid,GET,/whitelabel/domains/default,GET_whitelabel-domains-default,Get the default authentication,"**This endpoint allows you to retrieve the default authentication for a domain.**

When creating or updating a domain authentication, you can set the domain as a default. The default domain will be used to send all mail. If you have multiple authenticated domains, the authenticated domain matching the domain of the From address will be used, and the default will be overridden.

This endpoint will return a default domain and its details only if a default is set. You are not required to set a default. If you do not set a default domain, this endpoint will return general information about your domain authentication status.",2,False,200,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_PATCH_partner_settings_new_relic,sendgrid,PATCH,/partner_settings/new_relic,PATCH_partner_settings-new_relic,Updates New Relic partner settings.,"**This endpoint allows you to update or change your New Relic partner settings.**

Our partner settings allow you to integrate your SendGrid account with our partners to increase your SendGrid experience and functionality. For more information about our partners, and how you can begin integrating with them, please visit our [Partners documentation](https://sendgrid.com/docs/ui/account-and-settings/partners/).

By integrating with New Relic, you can send your SendGrid email statistics to your New Relic Dashboard. If you enable this setting, your stats will be sent to New Relic every 5 minutes. You will need your New Relic License Key to enable this setting. For more information, please see our [SendGrid for New Relic documentation](https://sendgrid.com/docs/ui/analytics-and-reporting/tracking-stats-using-new-relic/).",1,True,200,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_GET_clients_stats,sendgrid,GET,/clients/stats,GET_clients-stats,Retrieve email statistics by client type.,"**This endpoint allows you to retrieve your email statistics segmented by client type.**

**We only store up to 7 days of email activity in our database.** By default, 500 items will be returned per request via the Advanced Stats API endpoints.

Advanced Stats provide a more in-depth view of your email statistics and the actions taken by your recipients. You can segment these statistics by geographic location, device type, client type, browser, and mailbox provider. For more information about statistics, please see our [Statistics Overview](https://sendgrid.com/docs/ui/analytics-and-reporting/stats-overview/).",4,False,200,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_GET_subusers,sendgrid,GET,/subusers,GET_subusers,List all Subusers,"**This endpoint allows you to retrieve a list of all of your subusers.**

You can choose to retrieve specific subusers as well as limit the results that come back from the API.",3,False,200|401,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_POST_marketing_contacts_exports,sendgrid,POST,/marketing/contacts/exports,POST_mc-contacts-exports,Export Contacts,"**Use this endpoint to export lists or segments of contacts**.

If you would just like to have a link to the exported list sent to your email set the `notifications.email` option to `true` in the `POST` payload.

If you would like to download the list, take the `id` that is returned and use the ""Export Contacts Status"" endpoint to get the `urls`. Once you have the list of URLs, make a `GET` request to each URL provided to download your CSV file(s).

You specify the segements and or/contact lists you wish to export by providing the relevant IDs in, respectively, the `segment_ids` and `list_ids` fields in the request body.

The lists will be provided in either JSON or CSV files. To specify which of these you would required, set the request body `file_type` field to `json` or `csv`.

You can also specify a maximum file size (in MB). If the export file is larger than this, it will be split into multiple files.

Twilio SendGrid recommends exporting your contacts regularly as a backup to avoid issues or lost data.",0,True,202|400|401|403|404|500,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_GET_stats,sendgrid,GET,/stats,GET_stats,Retrieve global email statistics,"**This endpoint allows you to retrieve all of your global email statistics between a given date range.**

Parent accounts will see aggregated stats for their account and all subuser accounts. Subuser accounts will only see their own stats.",6,False,200,datasets\openapi\sendgrid\openapi.json,True,True
sendgrid_GET_mail_settings_footer,sendgrid,GET,/mail_settings/footer,GET_mail_settings-footer,Retrieve footer mail settings,"**This endpoint allows you to retrieve your current Footer mail settings.**

The Footer setting will insert a custom footer at the bottom of your text and HTML email message bodies.

You can insert your HTML or plain text directly using the ""Update footer mail settings"" endpoint, or you can create the footer using the [Mail Settings menu in the Twilio SendGrid App](https://app.sendgrid.com/settings/mail_settings).",1,False,200|400|401|403|404|500,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_PATCH_verified_senders_id,sendgrid,PATCH,/verified_senders/{id},PATCH_verified_senders-id,Edit Verified Sender,"**This endpoint allows you to update an existing Sender Identity**.

Pass the `id` assigned to a Sender Identity to this endpoint as a path parameter. Include any fields you wish to update in the request body in JSON format.

You can retrieve the IDs associated with Sender Identities by passing a `GET` request to the Get All Verified Senders endpoint, `/verified_senders`.

**Note:** Unlike a `PUT` request, `PATCH` allows you to update only the fields you wish to edit. Fields that are not passed as part of a request will remain unaltered.",0,True,200|400|401|403|404|500,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_DELETE_teammates_username,sendgrid,DELETE,/teammates/{username},DELETE_v3-teammates-username,Delete teammate,"**This endpoint allows you to delete a teammate.**

**Only the parent user or an admin teammate can delete another teammate.**",1,False,204|404,datasets\openapi\sendgrid\openapi.json,True,True
spotify_GET_playlists_playlist_id_followers_contains,spotify,GET,/playlists/{playlist_id}/followers/contains,check-if-user-follows-playlist,"Check if Users Follow Playlist
","Check to see if one or more Spotify users are following a specified playlist.
",2,False,200|401|403|429,datasets\openapi\spotify\openapi.json,True,False
sendgrid_GET_marketing_stats_automations,sendgrid,GET,/marketing/stats/automations,getall-automation-stats,Get All Automation Stats,"**This endpoint allows you to retrieve stats for all your Automations.**

By default, all of your Automations will be returned, but you can specify a selection by passing in a comma-separated list of Automation IDs as the value of the query string parameter `automation_ids`.

Responses are paginated. You can limit the number of responses returned per batch using the `page_size` query string parameter. The default is 50, but you specify a value between 1 and 100.

You can retrieve a specific page of responses with the `page_token` query string parameter.",3,False,200|400,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_GET_marketing_singlesends_categories,sendgrid,GET,/marketing/singlesends/categories,GET_marketing-singlesends-categories,Get All Categories,"**This endpoint allows you to retrieve all the categories associated with your Single Sends.**

This endpoint will return your latest 1,000 categories.",0,False,200|500,datasets\openapi\sendgrid\openapi.json,True,False
spotify_PUT_me_player_pause,spotify,PUT,/me/player/pause,pause-a-users-playback,"Pause Playback
","Pause playback on the user's account.
",1,False,204|401|403|429,datasets\openapi\spotify\openapi.json,True,False
spotify_GET_me,spotify,GET,/me,get-current-users-profile,"Get Current User's Profile
","Get detailed profile information about the current user (including the
current user's username).
",0,False,200|401|403|429,datasets\openapi\spotify\openapi.json,True,False
spotify_GET_me_playlists,spotify,GET,/me/playlists,get-a-list-of-current-users-playlists,"Get Current User's Playlists
","Get a list of the playlists owned or followed by the current Spotify
user.
",2,False,200|401|403|429,datasets\openapi\spotify\openapi.json,True,False
spotify_GET_recommendations_available_genre_seeds,spotify,GET,/recommendations/available-genre-seeds,get-recommendation-genres,"Get Available Genre Seeds
","Retrieve a list of available genres seed parameter values for [recommendations](/documentation/web-api/reference/#/operations/get-recommendations).
",0,False,200|401|403|429,datasets\openapi\spotify\openapi.json,True,True
sendgrid_POST_validations_email,sendgrid,POST,/validations/email,POST_validations-email,Validate an email,**This endpoint allows you to validate an email address.**,0,True,200,datasets\openapi\sendgrid\openapi.json,True,True
sendgrid_PATCH_user_webhooks_parse_settings_hostname,sendgrid,PATCH,/user/webhooks/parse/settings/{hostname},PATCH_user-webhooks-parse-settings-hostname,Update a parse setting,"**This endpoint allows you to update a specific inbound parse setting by hostname.**

You can retrieve all your Inbound Parse settings and their associated host names with the ""Retrieve all parse settings"" endpoint.",1,True,200|401|403|404|500,datasets\openapi\sendgrid\openapi.json,True,False
spotify_GET_me_audiobooks_contains,spotify,GET,/me/audiobooks/contains,check-users-saved-audiobooks,"Check User's Saved Audiobooks
","Check if one or more audiobooks are already saved in the current Spotify user's library.
",1,False,200|401|403|429,datasets\openapi\spotify\openapi.json,True,False
sendgrid_GET_mail_batch_batch_id,sendgrid,GET,/mail/batch/{batch_id},GET_mail-batch-batch_id,Validate batch ID,"**This endpoint allows you to validate a batch ID.**

When you pass a valid `batch_id` to this endpoint, it will return a `200` status code and the batch ID itself.

If you pass an invalid `batch_id` to the endpoint, you will receive a `400` level status code and an error message.

A `batch_id` does not need to be assigned to a scheduled send to be considered valid. A successful response means only that the `batch_id` has been created, but it does not indicate that it has been associated with a send.",1,False,200|400|401|403|404|500,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_GET_ips_ip_address,sendgrid,GET,/ips/{ip_address},GET_ips-ip_address,Retrieve all IP pools an IP address belongs to,"**This endpoint allows you to see which IP pools a particular IP address has been added to.**

The same IP address can be added to multiple IP pools.

A single IP address or a range of IP addresses may be dedicated to an account in order to send email for multiple domains. The reputation of this IP is based on the aggregate performance of all the senders who use it.",0,False,200,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_GET_marketing_segments_2.0,sendgrid,GET,/marketing/segments/2.0,GET_segments,Get List of Segments,"**The Segmentation V2 API is currently in private beta. If you'd like to be added to the beta, please fill out this [form]({https://docs.google.com/forms/d/e/1FAIpQLSd5zwC9dRk8lAp1oTWjdGc-aSY69flW_7wnutvKBhpUluSnfQ/viewform)**

The query param `parent_list_ids` is treated as a filter.  Any match will be returned.  0 matches will return a response code of 200 with an empty `results` array.

`parent_list_ids` | `no_parent_list_id` | `result`
-----------------:|:--------------------:|:-------------
empty | false | all segments
values | false | segments filtered by list_ids
values | true | segments filtered by list_ids and segments with no parent list_ids
empty | true | segments with no parent list_ids",2,False,200|400|404|500,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_POST_messages_download,sendgrid,POST,/messages/download,POST_v3-messages-download,Request CSV,"This is BETA functionality. You may not have access, and we reserve the right to change functionality without notice.

This request will kick off a backend process to generate a CSV file. Once generated, the worker will then send an email for the user download the file. The link will expire in 3 days.

The CSV fill contain the last 1 million messages. This endpoint will be rate limited to 1 request every 12 hours (rate limit may change).

This endpoint is similar to the GET Single Message endpoint - the only difference is that /download is added to indicate that this is a CSV download requests but the same query is used to determine what the CSV should contain.",2,False,202|400|429|500,datasets\openapi\sendgrid\openapi.json,True,True
sendgrid_POST_campaigns_campaign_id_schedules,sendgrid,POST,/campaigns/{campaign_id}/schedules,POST_campaigns-campaign_id-schedules,Schedule a Campaign,"**This endpoint allows you to schedule a specific date and time for your campaign to be sent.**

If you have the flexibility, it's better to schedule mail for off-peak times. Most emails are scheduled and sent at the top of the hour or half hour. Scheduling email to avoid those times (for example, scheduling at 10:53) can result in lower deferral rates because it won't be going through our servers at the same times as everyone else's mail.",1,True,201|400|401|403|404,datasets\openapi\sendgrid\openapi.json,True,False
spotify_GET_artists_id_albums,spotify,GET,/artists/{id}/albums,get-an-artists-albums,"Get Artist's Albums
","Get Spotify catalog information about an artist's albums.
",5,False,200|401|403|429,datasets\openapi\spotify\openapi.json,True,False
spotify_GET_me_shows,spotify,GET,/me/shows,get-users-saved-shows,"Get User's Saved Shows
","Get a list of shows saved in the current Spotify user's library. Optional parameters can be used to limit the number of shows returned.
",2,False,200|401|403|429,datasets\openapi\spotify\openapi.json,True,True
sendgrid_DELETE_user_scheduled_sends_batch_id,sendgrid,DELETE,/user/scheduled_sends/{batch_id},DELETE_user-scheduled_sends-batch_id,Delete a cancellation or pause from a scheduled send,"**This endpoint allows you to delete the cancellation/pause of a scheduled send.**

Scheduled sends cancelled less than 10 minutes before the scheduled time are not guaranteed to be cancelled.",1,False,204|400|401|403|404|500,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_POST_templates,sendgrid,POST,/templates,POST_templates,Create a transactional template.,**This endpoint allows you to create a transactional template.**,1,True,201,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_GET_user_webhooks_parse_settings_hostname,sendgrid,GET,/user/webhooks/parse/settings/{hostname},GET_user-webhooks-parse-settings-hostname,Retrieve a specific parse setting,"**This endpoint allows you to retrieve a specific inbound parse setting by hostname.**

You can retrieve all your Inbound Parse settings and their associated host names with the ""Retrieve all parse settings"" endpoint.",1,False,200|401|403|404|500,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_POST_whitelabel_links_id_validate,sendgrid,POST,/whitelabel/links/{id}/validate,POST_whitelabel-links-id-validate,Validate a branded link,"**This endpoint allows you to validate a branded link.**

You can submit this request as one of your subusers if you include their ID in the `on-behalf-of` header in the request.",1,False,200|500,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_PUT_user_password,sendgrid,PUT,/user/password,PUT_user-password,Update your password,**This endpoint allows you to update your password.**,1,True,200,datasets\openapi\sendgrid\openapi.json,True,True
sendgrid_GET_marketing_contacts_imports_id,sendgrid,GET,/marketing/contacts/imports/{id},GET_marketing-contacts-imports-id,Import Contacts Status,"**This endpoint can be used to check the status of a contact import job**. 

Use the `job_id` from the ""Import Contacts,"" ""Add or Update a Contact,"" or ""Delete Contacts"" endpoints as the `id` in the path parameter.

If there is an error with your `PUT` request, download the `errors_url` file and open it to view more details.

The job `status` field indicates whether the job is `pending`, `completed`, `errored`, or `failed`. 

Pending means not started. Completed means finished without any errors. Errored means finished with some errors. Failed means finshed with all errors, or the job was entirely unprocessable: for example, if you attempt to import file format we do not support.

The `results` object will have fields depending on the job type.

Twilio SendGrid recommends exporting your contacts regularly as a backup to avoid issues or lost data.",0,False,200|400|401|403|404|500,datasets\openapi\sendgrid\openapi.json,True,True
spotify_GET_shows,spotify,GET,/shows,get-multiple-shows,"Get Several Shows
","Get Spotify catalog information for several shows based on their Spotify IDs.
",2,False,200|401|403|429,datasets\openapi\spotify\openapi.json,True,False
sendgrid_POST_whitelabel_ips_id_validate,sendgrid,POST,/whitelabel/ips/{id}/validate,POST_whitelabel-ips-id-validate,Validate a reverse DNS record,"**This endpoint allows you to validate a reverse DNS record.**

Always check the `valid` property of the response’s `validation_results.a_record` object. This field will indicate whether it was possible to validate the reverse DNS record. If the `validation_results.a_record.valid` is `false`, this indicates only that Twilio SendGrid could not determine the validity your reverse DNS record — it may still be valid.

If validity couldn’t be determined, you can check the value of `validation_results.a_record.reason` to find out why.

You can retrieve the IDs associated with all your reverse DNS records using the ""Retrieve all reverse DNS records"" endpoint.",1,False,200|404|500,datasets\openapi\sendgrid\openapi.json,True,False
spotify_GET_albums_id,spotify,GET,/albums/{id},get-an-album,"Get Album
","Get Spotify catalog information for a single album.
",2,False,200|401|403|429,datasets\openapi\spotify\openapi.json,True,True
sendgrid_GET_subusers_stats_monthly,sendgrid,GET,/subusers/stats/monthly,GET_subusers-stats-monthly,Retrieve monthly stats for all subusers,"**This endpoint allows you to retrieve the monthly email statistics for all subusers over the given date range.**

When using the `sort_by_metric` to sort your stats by a specific metric, you can not sort by the following metrics:
`bounce_drops`, `deferred`, `invalid_emails`, `processed`, `spam_report_drops`, `spam_reports`, or `unsubscribe_drops`.",6,False,200,datasets\openapi\sendgrid\openapi.json,True,False
sendgrid_PATCH_marketing_singlesends_id,sendgrid,PATCH,/marketing/singlesends/{id},PATCH_marketing-singlesends-id,Update Single Send,"**This endpoint allows you to update a Single Send using a Single Send ID.**

You only need to pass the fields you want to update. Any blank/missing fields will remain unaltered.",0,True,202|400|404|500,datasets\openapi\sendgrid\openapi.json,True,False
